item_code,item_description,china_or_local,lead_time_days,total_sales,avg_daily_sales,stddev_qty,safety_stock,reorder_level,maximum_level
BOSS SPRAY PAINT 250G,BOSS SPRAY PAINT 250g,CHINA STOCK,45,22,0.1833,0.55,7,15,17
"3/4"" G.I PIPE CLIP","3/4"" G.I PIPE CLIP",CHINA STOCK,45,12,0.1,0.93,11,15,17
S016-7,SCREW EYE WALL PLUG 8x60MM,CHINA STOCK,45,12,0.1,0.92,11,15,17
"1303 1/2"" PVC BIB TAP","1303 1/2"" PVC BIB TAP",CHINA STOCK,45,17,0.1417,0.73,9,15,17
96MM 312 CABINET DOOR HDL (AC),96MM 312 CABINET DOOR HDL (AC),CHINA STOCK,45,14,0.1167,0.86,10,15,17
SSUTC1/2,"1/2"" S/STEEL U PIPE CLIP",CHINA STOCK,45,14,0.1167,0.86,10,15,17
"8# X 1-1/4"" TAPPING SCREW","8# X 1-1/4"" TAPPING SCREW",CHINA STOCK,45,21,0.175,0.54,7,14,17
JCTOP EQ4016 0.5MM CUTTER BLADE,0.5MM CUTTER BLADE 10'S,CHINA STOCK,45,22,0.1833,0.48,6,14,17
2503001014,"1"" PVC SOCKET",LOCAL STOCK,5,54,0.45,2.11,8,11,17
SYW3412,"SYW 3/8"" X 4-1/2"" ANCHOR",LOCAL STOCK,5,54,0.45,2.09,8,10,17
"1-1/2""(40MM)PVC CLASS O PIPE-F","1-1/2"" PVC CLASS O PIPE",LOCAL STOCK,5,57,0.475,1.92,8,10,17
SQM-06-BLK/9600000029377,SQM-06-BLK/9600000029377,LOCAL STOCK,5,70,0.5833,1.59,6,9,17
"SLS - 3/4"" PVC FLEX/TUBING (W)/2503002007","3/4"" FLEX/TUBING-WHT",LOCAL STOCK,5,67,0.5583,1.49,6,9,17
"#9693-1 1/4""","1 1/4"" G.I PIPE CLIP",CHINA STOCK,45,14,0.1167,0.82,10,15,16
DH-3001,DH-3001 DUHENG MAX CUTTER BLADE,CHINA STOCK,45,22,0.1833,0.45,5,14,16
MAKITA POWER BIT SS1/4X65MM X PH2+PH2,M-SCREWDRIVER BIT PH2x65MM,CHINA STOCK,45,18,0.15,0.57,7,14,16
"3/8"" PVC REINFORCED HOSE",10MM PVC GOLDEN FUJI HOSE,CHINA STOCK,45,18,0.15,0.62,7,14,16
5MM GAL WIRE ROPE CLIP (2 PCS),5MM G.WIRE ROPE CLIP,CHINA STOCK,45,10,0.0833,0.91,11,14,16
5CM X 45M FIBRE TAPE,"2"" X 45M FIBRE TAPE",CHINA STOCK,45,23,0.1917,0.42,5,14,16
RVV 3*2.5MM FLEXIBLE PVC COPPER WIRE BLACK,2.5MMx3C FLEX/WIRE BLK,CHINA STOCK,45,10,0.0833,0.91,11,14,16
"1"" HEAVY DUTY BRASS GATE VALVE","1"" H/D B.GATE VALVE",CHINA STOCK,45,10,0.0833,0.91,11,14,16
GOLD PAIOYUN COCKROACH KILLER POWDER 8G,POWDER COCKROACH KILLING BAIT 8G,CHINA STOCK,45,10,0.0833,0.91,11,14,16
M10X80 S/STEEL HEX LAG BOLT/WALL PLUG,M10X80 S/S HEX SCREW SET,CHINA STOCK,45,14,0.1167,0.76,9,14,16
F4008 IFAN 60CM PVC FLEXIBLE HOSE,"24"" IFAN PVC FLEX/HOSE",CHINA STOCK,45,20,0.1667,0.49,6,13,16
"TAPPING SCREW 7x1/2""","7# X 1/2"" TAPPING SCREW",CHINA STOCK,45,20,0.1667,0.49,6,13,16
SR 417103377,PVC TRANS/HOSE 8MM,LOCAL STOCK,5,47,0.3917,2.11,8,10,16
JS-BRACKET-DSB-SIL/DOSOSB1005/DSB 201# /WP037-B,DOSO SINGLE WALL BRAC,LOCAL STOCK,5,57,0.475,1.84,7,10,16
XTRASEAL ACG 400ML,AWNING GREY 400ML,LOCAL STOCK,5,56,0.4667,1.83,7,10,16
BOSCO LIQUEFIED GAS 230G,BOSCO LIQUEFIED GAS 230G,LOCAL STOCK,5,61,0.5083,1.51,6,9,16
2503006002,3 x 3 PVC BLANK COVER,LOCAL STOCK,5,58,0.4833,1.66,7,9,16
"LSE 1"" PVC TAPE - BLK","LSE 1"" PVC TAPE - BLK",LOCAL STOCK,5,65,0.5417,1.35,5,8,16
STEEL HOSE CLIP 12-22MM,STEEL HOSE CLIP 12-22MM,LOCAL STOCK,5,68,0.5667,1.33,5,8,16
"2"" LONG CEILING-IN TYPE 2 HOLE FAN HOOK (122)","2"" 122 U FAN HOOK",LOCAL STOCK,5,67,0.5583,1.35,5,8,16
3M/VT5/COLLOUR/2503008018,PVC WIRE TAPE(COLOUR),LOCAL STOCK,5,70,0.5833,1.15,5,8,16
BPTH,BOTTLE P THINNER,LOCAL STOCK,5,75,0.625,0.93,4,7,16
HEAVY DUTY RUBBER SPEED HUMP 1000x350x500x14KG,H/D ROAD HUMP 100x35x5CM,CHINA STOCK,45,12,0.1,0.77,9,14,15
ALT-505 USB FLASHLIGHT,ALT-505 USB FLASHLIGHT,CHINA STOCK,45,14,0.1167,0.71,8,14,15
YUNHUEN BRASS PADLOCK 32MM,YUNHUEN BRASS PADLOCK 32MM,CHINA STOCK,45,11,0.0917,0.84,10,14,15
PR4301-PACK,"4"" P.ROLLER REFILL MOHAIR",CHINA STOCK,45,18,0.15,0.48,6,13,15
F4010 IFAN 90CM PVC FLEXIBLE HOSE,"36"" IFAN PVC FLEX/HOSE",CHINA STOCK,45,19,0.1583,0.5,6,13,15
8CM KEY CHAIN / NECKLACE,8CM KEY CHAIN / NECKLACE,CHINA STOCK,45,15,0.125,0.63,7,13,15
FLOOR MASKING MAT 3.0MMX10MX1.2M,3.0MMX1.2MX10M FLOORGARD MAT BLUE,CHINA STOCK,45,10,0.0833,0.83,10,13,15
A6-D3118-12,A6-D3118-12,CHINA STOCK,45,17,0.1417,0.6,7,13,15
SAFETY VEST WITH ZIP GREEN,SAFETY VEST W/ZIP GRN,CHINA STOCK,45,16,0.1333,0.61,7,13,15
NO.602 MEASURE TAPE 7.5M/25FT,7.5M MEASURE TAPE YLW/BLK,CHINA STOCK,45,20,0.1667,0.46,6,13,15
"8"" TOOLS SCISSORS","8"" TOOLS SCISSORS STRAIGHT",CHINA STOCK,45,17,0.1417,0.54,6,13,15
PR4101-PACK,"4"" P.ROLLER REFILL",CHINA STOCK,45,20,0.1667,0.42,5,13,15
BLIMAX LEATHER WELDING GLOVE,BLIMAX LEATHER WELDING GLOVE,CHINA STOCK,45,19,0.1583,0.47,6,13,15
YINGHAO SAFETY SHOES BLACK,YINGHAO SAFETY SHOE BLK,CHINA STOCK,45,17,0.1417,0.52,6,13,15
"STAR BRAND 4"" GRINDING DISC","STAR 4"" GRINDING DISC",CHINA STOCK,45,16,0.1333,0.61,7,13,15
WIRE BRUSH WITH PLASTIC HANDLE,WIRE BRUSH PLASTIC HDL,CHINA STOCK,45,20,0.1667,0.46,6,13,15
S019-6 MACHINE SCREW M6x50MM,M6x50MM MACHINE SCREW,CHINA STOCK,45,14,0.1167,0.68,8,13,15
NT,NYLON TWINE,LOCAL STOCK,5,30,0.25,2.74,11,12,15
8 IN 1 MULTIFUNCTIONAL WATER TANK WRENCH,8in1 FAUCET INSTALLER,CHINA STOCK,45,20,0.1667,0.4,5,12,15
3203009012,2PAIR X 0.5MM TEL WIRE,LOCAL STOCK,5,30,0.25,2.74,11,12,15
G10#,G10# S/STEEL ELECTRODE,LOCAL STOCK,5,32,0.2667,2.65,10,12,15
"1""(25MM) ABS CLASS D PIPE PN12","1"" ABS CLASS D PIPE",LOCAL STOCK,5,47,0.3917,1.92,8,10,15
DOMINO RUBBER COATED GLOVES,RUBBER COATED GLOVE,LOCAL STOCK,5,46,0.3833,1.96,8,10,15
1-PVC-PP,"1"" PVC PIPE",LOCAL STOCK,5,48,0.4,1.77,7,9,15
"1/2""(15MM) PVC PIPE CLIP U","1/2"" PVC PIPE CLIP U",LOCAL STOCK,5,53,0.4417,1.63,7,9,15
DOSOEC1004,DOSO END CAP,LOCAL STOCK,5,59,0.4917,1.42,6,8,15
TR832N,"1"" SYN PAINT BRUSH 750",LOCAL STOCK,5,71,0.5917,0.97,4,7,15
"1.5"" X 680 BOSSKU P/BRUSH","1.5""x680 BOSSKU P/BRUSH",LOCAL STOCK,5,66,0.55,0.97,4,7,15
0.5KG SCP SKIM INSTANT FILLA,SCP SKIM INSTANTFILLA 500G,LOCAL STOCK,5,74,0.6167,0.79,3,6,15
"#9693-1""","1"" G.I PIPE CLIP",CHINA STOCK,45,10,0.0833,0.75,9,13,14
TILES LEVELER SPACERS 50PCS+-,REUSABLE TILES LEVELER KITS,CHINA STOCK,45,14,0.1167,0.62,7,13,14
DS-HW645,"HW645 12x1-3/4"" S.D.SCREW",CHINA STOCK,45,13,0.1083,0.67,8,13,14
S/STEEL HOSE CLIP 8-12MM,S/S HOSE CLIP 6-12MM,CHINA STOCK,45,10,0.0833,0.74,9,12,14
AO DE GU OILY GLUE 20G,OILY GLUE 20G,CHINA STOCK,45,17,0.1417,0.44,5,12,14
S065-2,50MM SUCTION HOOK,CHINA STOCK,45,12,0.1,0.67,8,12,14
"ZHODIAO 9"" PAINT ROLLER REFILL","ZHODIAO 9"" P.ROLLERE REFILL",CHINA STOCK,45,15,0.125,0.51,6,12,14
NO1 1.3CM ART BRUSH,1.3CM ART BRUSH,CHINA STOCK,45,16,0.1333,0.5,6,12,14
1-2 PVC BIB TAP,1-2 PVC BIB TAP,CHINA STOCK,45,17,0.1417,0.49,6,12,14
8MM GAL WIRE ROPE CLIP (2 PCS),8MM G.WIRE ROPE CLIP,CHINA STOCK,45,11,0.0917,0.69,8,12,14
JIUHE ALUM FOIL TAPE 50 X 10M,50 X 10M ALUM FOIL TAPE,CHINA STOCK,45,18,0.15,0.38,5,11,14
"TAPPING SCREW 7x1.75""","7# X 1.75"" TAPPING SCREW",CHINA STOCK,45,18,0.15,0.38,5,11,14
2801001007,13A S/SOCKET KB15,LOCAL STOCK,5,43,0.3583,1.91,8,9,14
Z-0005,BATU RINGAN (LIGHT WEIGHT BLOCK),LOCAL STOCK,5,39,0.325,1.99,8,9,14
TY4/71-80-RED - METER,PVC WIRE 4 - RED,LOCAL STOCK,5,43,0.3583,1.82,7,9,14
U3913,3913 13A SWITCH SOC,LOCAL STOCK,5,54,0.45,1.47,6,8,14
"1""(25MM) PVC CLASS 7 PIPE - FT","1"" PVC CLASS 7 PIPE ",LOCAL STOCK,5,50,0.4167,1.56,6,8,14
07049(R010),"1/2"" WASHER SHOWER",LOCAL STOCK,5,65,0.5417,0.91,4,7,14
VT-202W,VT202 GP SEALANT WHT,LOCAL STOCK,5,60,0.5,1.17,5,7,14
PVC CEMENT TONG,PVC CEMENT TONG,LOCAL STOCK,5,65,0.5417,0.94,4,7,14
LSH,SIRIM SAFETY HELMET COLOR,LOCAL STOCK,5,56,0.4667,1.14,5,7,14
TR840,"7"" ROLLER REFILL W/HDL",LOCAL STOCK,5,65,0.5417,0.84,4,6,14
S/STEEL HOSE CLIP 80-100MM,S/S HOSE CLIP 78-101MM,CHINA STOCK,45,10,0.0833,0.66,8,12,13
75mmX30m AWAS CAUTION TAPE RED/WHT,"3""X30m WARNING TAPE RED/WHT",CHINA STOCK,45,11,0.0917,0.65,8,12,13
2 LINE VELCO SAFETY VEST GREEN L/D,L/DUTY 2 LINE VELCO S.VEST GRN,CHINA STOCK,45,8,0.0667,0.73,9,12,13
B-12217 MAKITA CUTTING DISC 115X1X22.23MM,MAKITA CUTTING DISC 115X1X22.23MM,CHINA STOCK,45,9,0.075,0.74,9,12,13
10MM GAL WIRE ROPE CLIP,10MM G.WIRE ROPE CLIP,CHINA STOCK,45,9,0.075,0.74,9,12,13
M8 X 80 HEXAGON SCREW WALL PLUG SET,M8x80 HEX SCREW SET,CHINA STOCK,45,13,0.1083,0.59,7,12,13
YLW RAIN COAT WITH CAP,YLW RAIN COAT WITH CAP,CHINA STOCK,45,9,0.075,0.74,9,12,13
V-SHAPE SAFETY VEST ORANGE,V-SHAPE SAFETY VEST ORG,CHINA STOCK,45,8,0.0667,0.73,9,12,13
"NYLON PAINT BRUSH BLUE HANDLE 2""","NYLON BRUSH BLUE HDL 2""",CHINA STOCK,45,17,0.1417,0.37,5,11,13
"EA2306 6"" CABLE CUTTER","6"" CABLE CUTTER",CHINA STOCK,45,17,0.1417,0.4,5,11,13
NO5 1.5CM ART BRUSH,1.5CM ART BRUSH,CHINA STOCK,45,16,0.1333,0.45,5,11,13
SHACHIHATA EK70 ARTLINE MARKER RED,EK70 ARTLINE MARKER RED,CHINA STOCK,45,16,0.1333,0.41,5,11,13
"PU JIANG PAINT SCRAPER 2""","PU JIANG PAINT SCRAPER 2""",CHINA STOCK,45,17,0.1417,0.42,5,11,13
"WOOD HDL SCRAPER 3""","WOOD HDL SCRAPER 3""",CHINA STOCK,45,16,0.1333,0.45,5,11,13
"8# X 2"" TAPPING SCREW","8# X 2"" TAPPING SCREW",CHINA STOCK,45,16,0.1333,0.45,5,11,13
YW-CD540/YW-BD540 LED TRAFFIC BATON,YW-CD540/YW-BD540 LED TRAFFIC BATON,CHINA STOCK,45,11,0.0917,0.61,7,11,13
"DEWALT DW47402L DIAMOND CUTTING DISC 4.5""","DW47402L 4.5"" DIAMOND DISC",CHINA STOCK,45,13,0.1083,0.52,6,11,13
SUTIAN ST-502 TEST PEN,502 TEST PEN,CHINA STOCK,45,15,0.125,0.46,6,11,13
1.8MMX200MM BLK CABLE TIE,1.8X200MM BLK CABLE TIE,CHINA STOCK,45,15,0.125,0.42,5,11,13
DE0945,DE 0945 48X18MM,LOCAL STOCK,5,30,0.25,2.19,9,10,13
80X80X15X1.5MM L BRACKET,80X80X15X1.5MM L BRACKET,LOCAL STOCK,5,25,0.2083,2.28,9,10,13
60X60X15X1.5MM L BRACKET,60X60X15X1.5MM L BRACKET,LOCAL STOCK,5,25,0.2083,2.28,9,10,13
2808003070,13A PLUG TOP CR901,LOCAL STOCK,5,36,0.3,1.89,7,9,13
"1"" (25MM) PVC EQUAL TEE","1"" PVC EQUAL TEE",LOCAL STOCK,5,38,0.3167,1.63,7,8,13
"1"" PVC CLASS 6 PIPE","1"" PVC CLASS 6 PIPE",LOCAL STOCK,5,49,0.4083,1.38,6,8,13
5L NIPPON EA7 + 1L HARDENER,5L NIPPON EA7 + 1L HARDENER,LOCAL STOCK,5,43,0.3583,1.56,6,8,13
PRESTIGE ESSENTIAL 10W E27 650,10W E27 LED B.STICK 6500K,LOCAL STOCK,5,39,0.325,1.68,7,8,13
PPM25,PYE PREMIX 921 - 25KG,LOCAL STOCK,5,49,0.4083,1.18,5,7,13
25MM PVC VALVE SOCKET,"1"" PVC V/SOCKET",LOCAL STOCK,5,52,0.4333,1.1,5,7,13
"1-1/2"" X 90 (40MM) PVC EQUAL","1-1/2"" PVC EQUAL ELBOW",LOCAL STOCK,5,46,0.3833,1.36,6,7,13
"1/2"" PVC END CAP","1/2"" PVC END CAP ",LOCAL STOCK,5,52,0.4333,1.28,5,7,13
T2-TW-325/ S-TUP-01A,TURPINTINE WHT 325ML,LOCAL STOCK,5,65,0.5417,0.72,3,6,13
5.08E+12,5.08E+12,LOCAL STOCK,5,54,0.45,0.98,4,6,13
HTZ-3516,M4 X 16 CHIPBOARD SCREW,LOCAL STOCK,5,54,0.45,0.99,4,6,13
TR834N,"2"" SYN PAINT BRUSH 750",LOCAL STOCK,5,58,0.4833,0.87,4,6,13
2503003013,3 x 7 PVC BASE (W),LOCAL STOCK,5,57,0.475,0.96,4,6,13
29# SAMURAI STANDARD,SAMURAI SPRAY 29#,LOCAL STOCK,5,56,0.4667,0.98,4,6,13
DBC-14 - BOX,DLX NYLON BUTTERFLY CLIP,LOCAL STOCK,5,55,0.4583,1,4,6,13
A919-7L-15245,MAXILITE 15245-7L,LOCAL STOCK,5,60,0.5,0.78,3,6,13
A919-18L-15245,MAXILITE 15245-18L,LOCAL STOCK,5,60,0.5,0.84,4,6,13
CABLE TIE 4.8X300MM,4.8x300MM WHT CABLE TIE,CHINA STOCK,45,11,0.0917,0.58,7,11,12
F4012 IFAN 120CM PVC FLEXIBLE HOSE,"48"" IFAN PVC FLEX/HOSE",CHINA STOCK,45,14,0.1167,0.45,6,11,12
"PVC PAINT TRAY 4"" 14.5 X 28.5CM","PVC PAINT TRAY 4"" 14.5 X 28.5CM",CHINA STOCK,45,16,0.1333,0.37,5,11,12
DH-3988,DH-3988 DUHENG MAX UTILITY KNIFE,CHINA STOCK,45,16,0.1333,0.37,5,11,12
SAFETY CONE RUBBER BLACK BASE 36x70CM 3.2kg,"28"" RUBBER CONE BLK BASE",CHINA STOCK,45,10,0.0833,0.59,7,11,12
HK134A 120CM*20M MASKING FILM,92038 MASKING FILM 120CMx20M,CHINA STOCK,45,12,0.1,0.54,6,11,12
9638 QIAN SHUN MOUSE & RAT GLUE PASTES,9638 MOUSE & RAT GLUE PASTES,CHINA STOCK,45,12,0.1,0.54,6,11,12
13MM COMBINATION SPANNER/WRENCH,13MM C.SPANNER,CHINA STOCK,45,13,0.1083,0.46,6,11,12
DTCEE DT013 16A 3PIN PLUG,DTCEE DT013 16A 3PIN PLUG,CHINA STOCK,45,13,0.1083,0.45,5,10,12
USB RECHARGEABLE TORCHLIGHT 10CM 3MODE,BL-511 USB TORCHLIGHT,CHINA STOCK,45,13,0.1083,0.45,5,10,12
"XINCHI 6"" ADJUSTABLE WRENCH","XINCHI 6"" ADJUSTABLE WRENCH",CHINA STOCK,45,15,0.125,0.36,4,10,12
BLACK RUBBER GLOVE 70G L,RUBBER GLOVE THICK BLK L,CHINA STOCK,45,14,0.1167,0.39,5,10,12
M35 HSS TWIST DRILL BIT 3MM,3MM HSS TWIST DRILL BIT,CHINA STOCK,45,13,0.1083,0.45,5,10,12
"8# X 2-1/2"" TAPPING SCREW","8# X 2-1/2"" TAPPING SCREW",CHINA STOCK,45,14,0.1167,0.39,5,10,12
PANDA NAIL CLIPPER,NAIL CLIPPER,CHINA STOCK,45,15,0.125,0.33,4,10,12
8CM D SHAPE KEY CHAIN  WITH LOCK,8CM D KEY CHAIN W/LOCK,CHINA STOCK,45,14,0.1167,0.39,5,10,12
MAKITA DIAMOND WHEEL 105x10x1.2MM,"M-GOLD DIAMOND WHEEL 4""",CHINA STOCK,45,15,0.125,0.36,4,10,12
"TAPPING SCREW 7x2.5""","7# X 2.5"" TAPPING SCREW",CHINA STOCK,45,15,0.125,0.33,4,10,12
CAR PAINT REPAIR PEN,CAR PAINT REPAIR PEN,CHINA STOCK,45,14,0.1167,0.41,5,10,12
SHARK GRIP 24MMX3M D/SIDED MOUNTING TAPE WHT,D/SIDED MOUNTING TAPE 24MMX3M,CHINA STOCK,45,13,0.1083,0.43,5,10,12
2 LINE VELCO S.VEST ORG,2LINE VELCO S.VEST ORG,CHINA STOCK,45,13,0.1083,0.45,5,10,12
LAVETTE,LAVETTE 100G,LOCAL STOCK,5,25,0.2083,2.1,8,9,12
600V730,V730 WASTE BASKET,LOCAL STOCK,5,28,0.2333,2.02,8,9,12
DOCKER SAFETY SPECTACLE-CLEAR,DOCKER SAFETY SPECTACLE-CLEAR,LOCAL STOCK,5,31,0.2583,1.86,7,9,12
SR 417103374,PVC TRANS/HOSE 6MM,LOCAL STOCK,5,34,0.2833,1.59,6,8,12
20MMX5M BUTE-PE PIPE- FEET,20MMX1M BUTE-PE PIPE,LOCAL STOCK,5,40,0.3333,1.37,6,7,12
SODA POWDER,SODA POWDER 100G,LOCAL STOCK,5,44,0.3667,1.33,5,7,12
EPS 32A 1 POLE 6KA MCB/2201001005,32A/1P 6KA MCB (EPS),LOCAL STOCK,5,45,0.375,1.25,5,7,12
HH-S10,S-10 FLUO STARTER (LEMAX),LOCAL STOCK,5,47,0.3917,1.16,5,7,12
"3/4"" (20MM) PVC CLASS D PIPE","3/4"" PVC CLASS D PIPE",LOCAL STOCK,5,47,0.3917,1.2,5,7,12
"UPVC BEND 2"" (50 MM )","2"" UPVC BEND",LOCAL STOCK,5,44,0.3667,1.15,5,7,12
HEE 25,25MM HANSEN ELBOW,LOCAL STOCK,5,42,0.35,1.38,6,7,12
07044/WB65,"2-1/2"" PVC SINK WASTE",LOCAL STOCK,5,53,0.4417,0.83,4,6,12
6.99E+12,13-107 S/RODENTICICE 20G,LOCAL STOCK,5,47,0.3917,1.08,4,6,12
GIW-CN-20G1.6,20G G.I WIRE,LOCAL STOCK,5,52,0.4333,0.75,3,5,12
70ML WD-40 MULTI PURPOSE LUBRICANT,WD-40 70ML,LOCAL STOCK,5,55,0.4583,0.67,3,5,12
YS-30023GG S/S BIDET SPRAY SET,YS-30023GG S/S BIDET SPRAY SET,CHINA STOCK,45,14,0.1167,0.37,5,10,11
F4007 IFAN 50CM PVC FLEXIBLE HOSE,"20"" IFAN PVC FLEX/HOSE",CHINA STOCK,45,11,0.0917,0.45,5,10,11
DH-1010 7.5M,DUHENG MAX MEASURING TAPE 7.5M,CHINA STOCK,45,13,0.1083,0.38,5,10,11
"8# X 1/2"" TAPPING SCREW","8# X 1/2"" TAPPING SCREW",CHINA STOCK,45,13,0.1083,0.38,5,10,11
10CM M+F SOCKET,100MM S/S M+F CONNECTOR EXTENSION,CHINA STOCK,45,9,0.075,0.57,7,10,11
YW-CD300J RECHARGEABLE LED TRAFFIC BATON,RECHARGEABLE LED TRAFFIC BATON,CHINA STOCK,45,9,0.075,0.58,7,10,11
YINJIAHONG 12.0MM X 160MM SDS CROSS BIT,12.0x160MM SDS CROSS BIT,CHINA STOCK,45,9,0.075,0.58,7,10,11
DS-HW685,"HW685 12x3-1/2"" S.D.SCREW",CHINA STOCK,45,9,0.075,0.52,6,10,11
6MM GAL WIRE ROPE CLIP (2 PCS),6MM G.WIRE ROPE CLIP,CHINA STOCK,45,9,0.075,0.58,7,10,11
JY YT-2324C S/S HAND BIDET,JY YT-2324C S/S HAND BIDET,CHINA STOCK,45,13,0.1083,0.41,5,10,11
RUBBER SAFETY CONE RED 33x70CM 1.65kg,"28"" RUBBER CONE RED W/TOP RING",CHINA STOCK,45,8,0.0667,0.56,7,10,11
5MM CABLE CLIP 70PCS,5MM CABLE CLIP 70pcs,CHINA STOCK,45,9,0.075,0.52,6,10,11
S018-2 HEX BOLT & NUT 6x30MM,6x30MM HEX BOLT & NUT,CHINA STOCK,45,11,0.0917,0.45,5,10,11
SHARK GRIP 12MMX3M D/SIDED MOUNTING TAPE RED,D/SIDED MOUNTING TAPE 12MMX3M,CHINA STOCK,45,12,0.1,0.38,5,9,11
JCTOP 4X180MM VOLTAGE TEST PEN 18231,180MM TEST PEN 18231,CHINA STOCK,45,13,0.1083,0.34,4,9,11
13.8x30CM S/STEEL FLEXIBLE HOSE,"12""/30CM S/S FLEX/HOSE",CHINA STOCK,45,12,0.1,0.38,5,9,11
SOFIX PADLOCK 50MM,SOFIX PADLOCK 50MM,CHINA STOCK,45,13,0.1083,0.36,5,9,11
NYLON BROOM 916,916 NYLON BROOM,CHINA STOCK,45,13,0.1083,0.36,5,9,11
"MECHANICS CABLE CUTTER 6""/150MM","6"" CABLE CUTTER",CHINA STOCK,45,13,0.1083,0.34,4,9,11
80288 308 JINGPIN UTILITY KNIFE,HST-SK JINGPIN UTILITY KNIFE,CHINA STOCK,45,13,0.1083,0.34,4,9,11
"ROLLINGDOG PAINT SCRAPER 4""","ROLLINGDOG PAINT SCRAPER 4""",CHINA STOCK,45,13,0.1083,0.34,4,9,11
SHARK GRIP 12MMX3M D/SIDED MOUNTING TAPE WHT,D/SIDED MOUNTING TAPE 12MMX3M,CHINA STOCK,45,12,0.1,0.4,5,9,11
QIANG SHUN PELEKAT LALAT,QIANG SHUN PELEKAT LALAT,CHINA STOCK,45,9,0.075,0.5,6,9,11
606 USB MULTIFUNCTIONAL FLASHLIGHT,606 USB M/FUNCTION FLASHLIGHT,CHINA STOCK,45,13,0.1083,0.34,4,9,11
MAKITA METAL GRINDING DISC 100x6.0x16MM,"M-GRINDING DISC 4""",CHINA STOCK,45,10,0.0833,0.46,6,9,11
10MM X 3M NANO GRIP TAPE,10MMX3M NANO TAPE,CHINA STOCK,45,13,0.1083,0.36,5,9,11
GOLDLAND JH-A01 SK4 CUTTER BLADE 10PCS,A01 SK4 CUTTER BLADE 10'S,CHINA STOCK,45,13,0.1083,0.36,5,9,11
6X37X46MM S/STEEL CEILING HOOK,6X37X46MM S/S CEILING HOOK,CHINA STOCK,45,9,0.075,0.5,6,9,11
"PVC PAINT TRAY 10"" 11 X 15CM","PVC PAINT TRAY 10"" 11 X 15CM",CHINA STOCK,45,13,0.1083,0.34,4,9,11
"1 1/2"" X 2 1/2"" X 10' SLOTTED","1 1/2"" X 2 1/2"" SLOTED ANGLE",LOCAL STOCK,5,30,0.25,1.59,6,8,11
"LSE 1"" GI SOCKET","1"" GI SOCKET",LOCAL STOCK,5,22,0.1833,1.83,7,8,11
"3/4""X45 (20MM) PVC EQUAL/E D","3/4"" X 45 PVC ELBOW",LOCAL STOCK,5,25,0.2083,1.68,7,8,11
PRESTIGE 10W E27 A60 LEDBULB D,10W E27 A60 LED BULB 6500K,LOCAL STOCK,5,30,0.25,1.58,6,8,11
PRESTIGE ESSENTIAL 15W E27 LED,15W E27 LED B.STICK 6500K,LOCAL STOCK,5,30,0.25,1.43,6,7,11
6'X100YDS CANVAS (BLUE/ORANGE) R6100,6' CANVAS (BLUE/ORANGE),LOCAL STOCK,5,28,0.2333,1.57,6,7,11
"3/4"" X 1/2"" PVC RED SOCKET","3/4"" X 1/2"" PVC R/SOCKET",LOCAL STOCK,5,42,0.35,1.16,5,7,11
SR 417100297,PVC CORNER BEAD-HYP A1,LOCAL STOCK,5,31,0.2583,1.53,6,7,11
"1-1/2"" X 5.8M UPVC PIPE SIRIM","1-1/2"" UPVC PIPE SIRIM",LOCAL STOCK,5,37,0.3083,1.35,5,7,11
PVC S TYPE MESH ANTI SLIP MAT (RED & GREY),PVC S TYPE MESH ANTI-SLIP MAT,LOCAL STOCK,5,35,0.2917,1.35,5,7,11
FS-PC23/0.14X2C-R/B - METER,FS TWISTED WIRE-R/B (60),LOCAL STOCK,5,36,0.3,1.3,5,7,11
"3/4"" ( 20MM ) PVC END CAP","3/4"" PVC END CAP ",LOCAL STOCK,5,35,0.2917,1.44,6,7,11
PLF-140 PRESTIGE/T8B.ES001,T8 LED SINGLE CASING 4',LOCAL STOCK,5,47,0.3917,0.88,4,6,11
PP-TO-PP-A48X90C/TR857/TR885,"2"" X 90Y OPP TAPE CLEAR",LOCAL STOCK,5,40,0.3333,1.05,4,6,11
3919.10.9900 OPP TAPE CLEAR,"2""x35Y OPP TAPE CLEAR",LOCAL STOCK,5,44,0.3667,0.97,4,6,11
MAX BOND M/PURPOSE CONSTRUCTION ADHESIVE 320G,MAX BOND ORIGINAL M/P CONSTRUCTION ADHESIVE 320G,LOCAL STOCK,5,45,0.375,0.97,4,6,11
"1/2"" ACETAL VALVE SOCKET","1/2"" ACETAL V/SOCKET",LOCAL STOCK,5,40,0.3333,1.04,4,6,11
"BATU CONCRETE 3/4""","3/4"" BATU CONCRETE ",LOCAL STOCK,5,41,0.3417,1.12,5,6,11
"1"" X 2"" X 8FT KAYU - BG","1"" X 2"" X 8FT KAYU - BG",LOCAL STOCK,5,43,0.3583,1.04,4,6,11
STEEL HOSE CLIP 8-12MM,STEEL HOSE CLIP 8-12MM,LOCAL STOCK,5,43,0.3583,1.12,5,6,11
W1-OX (19-25),ORBIT STEEL W1-OX,LOCAL STOCK,5,44,0.3667,1.05,4,6,11
9/18/21# DOMINO NYLON TWINE,6/9/18/21# NYLON TWINE RED,LOCAL STOCK,5,48,0.4,0.89,4,6,11
TR839,"7"" ROLLER REFILL POLYESTER 18MM",LOCAL STOCK,5,47,0.3917,0.83,4,6,11
